acc_rate,track,m,n,current_pitch,current_roll,absoluate_roll,climb_delta,roll_rate_delta,climb_delta_diff,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time1_delta,time2_delta,time3_delta,time4_delta,time5_delta,time6_delta,time7_delta,time8_delta,time9_delta,time10_delta,time11_delta,time12_delta,time13_delta,time14_delta,omega,set,target
63,-11,0.8269591339433623,0.03,0.84,-2.1,-8,-3,0.013999999999999999,0.0,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.064,0.032,0.032,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.10536051565782628,0.032,0.4
-197,42,0.9417645335842487,0.16,0.73,0.0,-10,-15,-0.002,0.1,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.0,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.02,0.6
421,-4,0.8105842459701871,0.08,0.16,-0.5,-12,-2,0.006,-0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.019,0.7
-149,25,0.6907343306373547,0.11,0.69,0.5,-10,-8,0.009000000000000001,-0.4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.02,0.5
-126,-33,1.803988415397857,-0.07,0.6,0.3,-10,13,0.002,-0.8,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.034,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.017,0.8
-30,-26,1.4769807938826427,0.25,1.16,0.4,-15,-10,-0.013999999999999999,-1.1,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,0.09531017980432493,0.04,2.1
-20,-2,0.8521437889662113,0.09,0.8,0.2,-10,-6,-0.008,-0.1,0.027000000000000003,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.055999999999999994,0.027999999999999997,0.027999999999999997,0.027999999999999997,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.2231435513142097,0.027999999999999997,0.9
328,30,1.9738777322304477,0.38,0.67,-0.6,-19,-20,-0.006,0.1,0.037000000000000005,0.037000000000000005,0.037000000000000005,0.037000000000000005,0.037000000000000005,0.037000000000000005,0.037000000000000005,0.037000000000000005,0.037000000000000005,0.037000000000000005,0.07400000000000001,0.037000000000000005,0.037000000000000005,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,-0.002,-10.0,0.09531017980432493,0.038,1.9
124,-37,1.4477346146633245,-0.08,0.36,0.5,-7,9,0.003,0.0,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.032,0.016,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.016,0.5
-137,-12,1.1274968515793757,0.03,0.67,-1.7,-8,-2,0.006999999999999999,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.019,0.5
187,-38,1.010050167084168,0.15,0.65,1.9,-12,-8,-0.018000000000000002,-0.8,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.027999999999999997,0.055999999999999994,0.027999999999999997,0.027999999999999997,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,-0.002,-10.0,-0.2231435513142097,0.03,1.3
-101,11,0.5945205479701944,0.15,0.75,0.8,-13,-9,-0.019,0.2,0.02,0.02,0.02,0.02,0.02,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.024,0.048,0.024,0.024,0.024,0.0,0.0,0.0,0.0,-0.003,0.0,0.0,0.0,-0.002,0.0,9.0,0.0,0.0,-10.0,-0.35667494393873245,0.024,0.5
410,23,0.9417645335842487,-0.05,0.11,-0.7,-7,5,0.01,0.3,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.034,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.017,0.3
674,-27,1.2336780599567432,-0.16,-0.2,-0.6,-8,19,0.009000000000000001,-0.1,0.02,0.017,0.017,0.015,0.015,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.027999999999999997,0.013999999999999999,0.013999999999999999,0.013999999999999999,0.002,0.0,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.916290731874155,0.013999999999999999,0.6
-318,-43,1.3498588075760032,-0.19,0.73,-0.7,-14,29,0.019,1.2,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.032,0.016,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.916290731874155,0.016,1.1
-128,13,1.1051709180756477,0.01,0.63,-0.5,-6,1,0.006999999999999999,-0.2,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.036000000000000004,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018000000000000002,0.5
-146,7,0.794533602503334,0.26,1.3,-0.6,-19,0,-0.002,-0.4,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.084,0.042,0.042,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,-0.001,-10.0,0.1823215567939546,0.042,1.6
-36,-18,0.7117703227626097,0.24,0.91,0.8,-18,-10,-0.017,0.4,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.064,0.032,0.032,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.10536051565782628,0.032,1.0
-392,-62,1.2092495976572515,-0.05,0.87,-0.8,-8,7,0.015,-0.1,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.036000000000000004,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018000000000000002,0.5
-325,7,1.0618365465453596,0.2,0.91,0.6,-9,-18,-0.004,-0.1,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.044000000000000004,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.022000000000000002,0.8
101,27,1.2586000099294778,0.29,0.57,0.5,-12,-32,-0.022000000000000002,1.3,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.048,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.35667494393873245,0.024,1.0
-17,-43,0.8187307530779818,0.11,0.56,0.9,-12,-7,-0.006999999999999999,0.0,0.017,0.017,0.017,0.017,0.017,0.019,0.019,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.0,0.0,0.0,0.0,-0.003,0.0,-0.0002,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.02,1.0
-45,22,0.7866278610665535,0.0,0.55,1.5,-5,0,-0.013999999999999999,-0.1,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.036000000000000004,0.018000000000000002,0.018000000000000002,0.018000000000000002,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018000000000000002,0.5
346,6,0.6703200460356393,0.18,0.45,-0.4,-18,-6,-0.009000000000000001,0.3,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.057999999999999996,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.2231435513142097,0.028999999999999998,1.3
-163,-71,0.8187307530779818,-0.03,0.75,1.1,-10,6,0.008,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.042,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.021,1.0
21,4,0.7710515858035663,0.1,1.2,1.0,-18,1,0.011000000000000001,1.1,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.09,0.045,0.045,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,0.26236426446749106,0.045,2.0
343,-54,1.030454533953517,-0.12,0.34,1.2,-11,16,0.0,-0.2,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.048,0.024,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.35667494393873245,0.024,1.1
-60,-19,1.161834242728283,0.02,0.55,-0.6,-6,-1,-0.002,0.0,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.017,0.034,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.017,0.6
-119,-5,0.6907343306373547,0.14,0.63,0.5,-12,4,-0.009000000000000001,-0.9,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.999,0.0,-0.001,-10.0,-0.6931471805599453,0.02,0.8
-83,-21,1.3099644507332473,0.12,0.73,2.4,-17,1,-0.01,-0.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.042,0.022000000000000002,0.022000000000000002,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.998,0.0,-0.002,-10.0,-0.35667494393873245,0.024,1.5
-257,-20,1.2712491503214047,-0.08,0.75,0.3,-7,1,-0.002,0.7,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.032,0.016,0.016,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,-0.002,-10.0,-0.6931471805599453,0.017,0.6
165,-11,1.0202013400267558,-0.02,0.33,-0.2,-9,5,0.001,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.034,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.017,0.7
255,-14,1.5999941932173602,0.34,0.47,-2.1,-20,-12,0.039,-1.3,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.026000000000000002,0.052000000000000005,0.026000000000000002,0.026000000000000002,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,-0.002,-10.0,-0.35667494393873245,0.027000000000000003,1.1
99,36,1.4769807938826427,0.03,0.42,-0.4,-6,-3,0.005,0.0,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.036000000000000004,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018000000000000002,0.5
399,13,1.0832870676749586,0.1,0.19,0.5,-11,-7,-0.018000000000000002,-0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.5108256237659907,0.02,0.8
-368,-75,1.5219615556186337,-0.3,1.27,-0.5,-12,22,0.013999999999999999,2.4,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.10536051565782628,0.03,1.4
-26,-15,0.835270211411272,0.08,0.56,0.1,-12,-3,0.004,-0.2,0.018000000000000002,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.019,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.019,0.9
-407,5,1.2214027581601699,-0.11,0.87,-1.0,-16,5,0.002,5.8,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.019,0.8
-276,17,1.4190675485932571,0.0,0.75,0.4,-6,1,-0.006,-0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.034,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.017,0.6
-332,-23,0.6004955788122659,0.1,0.86,0.4,-16,-2,-0.005,0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.038,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.998,0.0,0.0,-10.0,-0.5108256237659907,0.02,0.7
-148,-44,0.9231163463866358,-0.04,0.62,0.0,-19,15,0.021,1.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.034,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.017,1.1
98,4,0.9048374180359595,0.03,0.41,0.5,-5,-4,-0.006999999999999999,-0.1,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.036000000000000004,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.018000000000000002,0.4
-27,3,1.1735108709918103,0.06,0.85,0.4,-6,-5,0.002,-0.2,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.057999999999999996,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.2231435513142097,0.028999999999999998,0.6
275,8,1.0832870676749586,-0.04,0.23,0.1,-13,11,0.013000000000000001,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.034,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.017,0.7
-120,-33,0.6636502501363194,-0.13,0.57,0.7,-5,14,-0.013000000000000001,0.0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.017,0.017,0.016,0.032,0.016,0.016,0.016,-0.001,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.001,0.0,9.0,0.0,0.0,-10.0,-0.6931471805599453,0.016,0.5
-285,-42,0.6703200460356393,0.02,0.96,0.9,-17,14,-0.012,-0.5,0.025,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.048,0.024,0.024,0.024,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-10.0,-0.35667494393873245,0.024,1.2
